Mean Area, sem, Mean Perimeter, sem, Mean Eccentricity, sem, Mean Orientation, Mean Regularity, sem, % of Triangle, % of Quadrilateral, % of Pentagons, % of Hexagons, % of Heptagons, % of Octagon, % of Nonagons, % of Decagons, Fluorescence Intensity, Normalize Intensity
4735.7778, 617.523, 280.8684, 26.0904, 0.4606, 0.056716, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.59127, 0.33756
