Mean Area, sem, Mean Perimeter, sem, Mean Eccentricity, sem, Mean Orientation, Mean Regularity, sem, % of Triangle, % of Quadrilateral, % of Pentagons, % of Hexagons, % of Heptagons, % of Octagon, % of Nonagons, % of Decagons, Fluorescence Intensity, Normalize Intensity
5419.6364, 821.3067, 276.9765, 33.2305, 0.4045, 0.028158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.65336, 0.34176
