Mean Area, sem, Mean Perimeter, sem, Mean Eccentricity, sem, Mean Orientation, Mean Regularity, sem, % of Triangle, % of Quadrilateral, % of Pentagons, % of Hexagons, % of Heptagons, % of Octagon, % of Nonagons, % of Decagons, Fluorescence Intensity, Normalize Intensity
4617.6667, 543.7426, 252.675, 17.1779, 0.36684, 0.031302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.65716, 0.43515
