Mean Area, sem, Mean Perimeter, sem, Mean Eccentricity, sem, Mean Orientation, Mean Regularity, sem, % of Triangle, % of Quadrilateral, % of Pentagons, % of Hexagons, % of Heptagons, % of Octagon, % of Nonagons, % of Decagons, Fluorescence Intensity, Normalize Intensity
4195.8, 688.1773, 241.7676, 23.6867, 0.41155, 0.028671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5793, 0.27806
