Mean Area, sem, Mean Perimeter, sem, Mean Eccentricity, sem, Mean Orientation, Mean Regularity, sem, % of Triangle, % of Quadrilateral, % of Pentagons, % of Hexagons, % of Heptagons, % of Octagon, % of Nonagons, % of Decagons, Fluorescence Intensity, Normalize Intensity
4357.0714, 462.4962, 246.3619, 15.1004, 0.35425, 0.042802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.63623, 0.32878
