Mean Area, sem, Mean Perimeter, sem, Mean Eccentricity, sem, Mean Orientation, Mean Regularity, sem, % of Triangle, % of Quadrilateral, % of Pentagons, % of Hexagons, % of Heptagons, % of Octagon, % of Nonagons, % of Decagons, Fluorescence Intensity, Normalize Intensity
5833.5, 856.3899, 290.5473, 33.2324, 0.39133, 0.028884, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.65311, 0.34158
