Mean Area, sem, Mean Perimeter, sem, Mean Eccentricity, sem, Mean Orientation, Mean Regularity, sem, % of Triangle, % of Quadrilateral, % of Pentagons, % of Hexagons, % of Heptagons, % of Octagon, % of Nonagons, % of Decagons, Fluorescence Intensity, Normalize Intensity
4554.2667, 509.8504, 259.3484, 16.8335, 0.3774, 0.047452, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.61947, 0.35988
