Mean Area, sem, Mean Perimeter, sem, Mean Eccentricity, sem, Mean Orientation, Mean Regularity, sem, % of Triangle, % of Quadrilateral, % of Pentagons, % of Hexagons, % of Heptagons, % of Octagon, % of Nonagons, % of Decagons, Fluorescence Intensity, Normalize Intensity
4544.7333, 512.5771, 256.1379, 17.239, 0.37372, 0.046548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.61943, 0.35985
